match_id,inning,batting_team,wides,noballs,byes,legbyes
2014-01-01,2,Hobart Hurricanes,0,0,0,5
6,1,Adelaide Strikers,4,1,0,1
6,2,Melbourne Renegades,5,0,0,1
2017-01-28,1,Sydney Sixers,5,0,0,3
2017-01-28,2,Perth Scorchers,0,0,0,1
2023-01-29,1,Melbourne Renegades,2,0,0,3
2023-01-29,2,Brisbane Heat,5,0,1,2
2019-02-15,1,Sydney Sixers,0,1,2,0
2019-02-15,2,Melbourne Renegades,3,0,0,1
30,1,Sydney Sixers,4,3,0,2
30,2,Perth Scorchers,5,0,4,1
7,1,Sydney Thunder,3,0,4,2
7,2,Melbourne Renegades,8,0,0,1
33,1,Sydney Thunder,2,1,3,2
33,2,Perth Scorchers,4,0,0,1
2,1,Brisbane Heat,4,0,0,5
2,2,Adelaide Strikers,4,0,3,0
22,1,Adelaide Strikers,6,0,1,6
22,2,Hobart Hurricanes,6,0,0,5
26,1,Perth Scorchers,4,0,0,3
26,2,Melbourne Renegades,3,1,2,2
38,1,Sydney Thunder,9,0,4,1
38,2,Sydney Sixers,2,0,1,2
2022-01-22,1,Perth Scorchers,3,0,0,3
2022-01-22,2,Sydney Sixers,6,0,1,5
28,1,Sydney Thunder,5,0,4,4
28,2,Sydney Sixers,1,0,0,1
26,1,Perth Scorchers,4,0,1,5
26,2,Melbourne Stars,6,0,0,2
12,1,Melbourne Renegades,3,0,1,3
12,2,Melbourne Stars,6,3,0,0
37,1,Melbourne Renegades,5,1,0,4
37,2,Sydney Thunder,0,1,0,3
34,1,Sydney Thunder,2,0,0,5
34,2,Sydney Sixers,8,1,0,0
24,1,Sydney Sixers,9,1,0,0
24,2,Brisbane Heat,6,0,5,5
15,1,Perth Scorchers,10,0,0,2
15,2,Melbourne Renegades,2,0,0,4
16,1,Sydney Thunder,4,0,1,3
16,2,Melbourne Renegades,8,0,0,4
39,1,Hobart Hurricanes,10,1,1,4
39,2,Melbourne Stars,4,2,1,1
2012-01-08,1,Sydney Sixers,3,1,2,1
2012-01-08,2,Sydney Thunder,1,1,0,1
23,1,Brisbane Heat,6,1,0,2
23,2,Adelaide Strikers,5,0,0,0
16,1,Sydney Sixers,1,0,0,1
16,2,Melbourne Renegades,3,0,0,2
2012-01-10,1,Sydney Sixers,9,0,1,4
2012-01-10,2,Adelaide Strikers,4,0,0,2
56,1,Melbourne Stars,1,0,0,5
56,2,Sydney Sixers,1,0,4,1
2012-12-13,1,Adelaide Strikers,4,1,0,2
2012-12-13,2,Brisbane Heat,6,1,0,3
4,1,Melbourne Stars,2,0,0,2
4,2,Brisbane Heat,3,0,0,7
2,1,Perth Scorchers,2,0,0,3
2,2,Melbourne Renegades,3,0,0,3
20,1,Adelaide Strikers,2,0,3,1
20,2,Perth Scorchers,4,1,0,8
30,1,Melbourne Stars,2,0,0,5
30,2,Sydney Sixers,5,0,0,0
14,1,Sydney Sixers,3,0,1,2
14,2,Melbourne Stars,1,0,0,2
2014-12-29,1,Perth Scorchers,1,0,0,1
2014-12-29,2,Sydney Sixers,4,0,0,2
12,1,Sydney Sixers,7,0,0,0
12,2,Melbourne Renegades,3,0,0,2
21,1,Brisbane Heat,2,1,0,0
21,2,Hobart Hurricanes,4,1,4,1
24,1,Melbourne Renegades,6,0,1,1
24,2,Melbourne Stars,0,0,0,0
26,1,Adelaide Strikers,5,0,1,6
26,2,Sydney Sixers,0,0,0,1
20,1,Sydney Sixers,1,2,0,2
20,2,Sydney Thunder,2,0,0,1
52,1,Brisbane Heat,2,0,1,2
52,2,Perth Scorchers,3,0,1,1
2014-01-11,1,Hobart Hurricanes,0,1,0,1
2014-01-11,2,Sydney Thunder,4,0,2,4
2014-12-23,1,Hobart Hurricanes,2,0,0,1
2014-12-23,2,Sydney Sixers,0,0,1,2
3,1,Melbourne Renegades,4,0,5,2
3,2,Sydney Thunder,3,0,6,4
2012-12-07,1,Melbourne Stars,4,0,0,1
2012-12-07,2,Melbourne Renegades,3,0,0,3
18,1,Hobart Hurricanes,1,0,1,9
18,2,Sydney Sixers,1,0,0,3
5,1,Hobart Hurricanes,2,2,0,1
5,2,Adelaide Strikers,2,1,0,3
13,1,Perth Scorchers,5,1,5,6
13,2,Sydney Thunder,4,1,0,0
2020-01-31,1,Sydney Sixers,10,0,2,2
2020-01-31,2,Melbourne Stars,3,0,0,1
2015-01-11,1,Brisbane Heat,6,1,0,4
2015-01-11,2,Sydney Sixers,1,1,0,1
2020-02-08,1,Sydney Sixers,4,0,0,3
2020-02-08,2,Melbourne Stars,0,0,0,0
2,1,Sydney Sixers,3,0,0,1
2,2,Melbourne Renegades,6,1,0,0
2020-02-06,1,Melbourne Stars,3,0,1,9
2020-02-06,2,Sydney Thunder,1,0,0,4
2014-01-18,1,Brisbane Heat,4,0,1,1
2014-01-18,2,Adelaide Strikers,1,1,0,0
2012-12-26,1,Sydney Sixers,2,0,1,3
2012-12-26,2,Hobart Hurricanes,3,1,0,3
26,1,Adelaide Strikers,6,0,0,3
26,2,Hobart Hurricanes,5,1,0,2
12,1,Hobart Hurricanes,10,2,0,8
12,2,Brisbane Heat,7,1,0,5
2014-01-03,1,Sydney Thunder,3,1,0,7
2014-01-03,2,Perth Scorchers,2,2,0,8
14,1,Sydney Thunder,3,0,0,5
14,2,Melbourne Renegades,3,0,0,0
2014-01-09,1,Adelaide Strikers,3,0,0,4
2014-01-09,2,Melbourne Stars,1,0,0,1
6,1,Brisbane Heat,2,0,0,5
6,2,Sydney Thunder,2,0,0,1
27,1,Melbourne Renegades,1,0,0,6
27,2,Melbourne Stars,2,0,4,2
21,1,Hobart Hurricanes,4,0,0,1
21,2,Melbourne Stars,4,0,0,4
2012-12-12,1,Perth Scorchers,9,0,0,2
2012-12-12,2,Melbourne Stars,5,0,0,0
54,1,Brisbane Heat,9,0,0,1
54,2,Perth Scorchers,2,1,1,1
14,1,Sydney Sixers,6,1,0,0
14,2,Adelaide Strikers,4,0,0,0
19,1,Sydney Thunder,13,0,3,3
19,2,Brisbane Heat,6,1,0,2
39,1,Melbourne Renegades,1,1,0,5
39,2,Brisbane Heat,3,2,0,5
30,1,Melbourne Renegades,5,1,0,0
30,2,Brisbane Heat,11,0,0,7
38,1,Adelaide Strikers,1,0,0,2
38,2,Perth Scorchers,6,0,0,1
54,1,Sydney Sixers,3,1,0,0
54,2,Brisbane Heat,6,2,0,1
35,1,Adelaide Strikers,5,1,0,1
35,2,Melbourne Renegades,1,2,4,7
9,1,Melbourne Renegades,2,0,1,2
9,2,Perth Scorchers,3,0,0,2
32,1,Adelaide Strikers,3,0,0,4
32,2,Melbourne Renegades,2,1,0,0
33,1,Adelaide Strikers,1,0,0,0
33,2,Melbourne Renegades,7,0,0,4
27,1,Adelaide Strikers,3,0,0,2
27,2,Perth Scorchers,2,2,0,1
8,1,Hobart Hurricanes,8,0,0,0
8,2,Perth Scorchers,5,0,0,2
46,1,Melbourne Renegades,9,0,0,1
46,2,Sydney Thunder,3,0,1,2
11,1,Sydney Thunder,1,2,0,0
11,2,Hobart Hurricanes,2,0,0,0
50,1,Perth Scorchers,4,0,4,1
50,2,Melbourne Stars,3,0,3,2
2015-01-10,1,Melbourne Renegades,1,0,0,2
2015-01-10,2,Melbourne Stars,6,2,0,4
7,1,Brisbane Heat,2,0,0,1
7,2,Sydney Thunder,1,1,4,0
4,1,Perth Scorchers,5,1,1,0
4,2,Melbourne Renegades,5,1,0,6
2015-01-19,1,Adelaide Strikers,0,0,1,0
2015-01-19,2,Melbourne Renegades,3,1,0,1
2012-01-17,1,Brisbane Heat,7,0,4,2
2012-01-17,2,Sydney Thunder,3,0,0,1
2025-01-21,1,Hobart Hurricanes,4,0,0,5
2025-01-21,2,Sydney Sixers,3,0,0,3
18,1,Hobart Hurricanes,2,0,0,1
18,2,Adelaide Strikers,4,0,0,2
1,1,Brisbane Heat,17,1,0,6
1,2,Melbourne Stars,1,0,0,1
16,1,Adelaide Strikers,6,0,0,3
16,2,Sydney Sixers,6,0,0,2
11,1,Sydney Sixers,5,0,0,0
11,2,Adelaide Strikers,4,1,0,2
56,1,Melbourne Stars,5,0,0,1
56,2,Hobart Hurricanes,6,0,0,0
32,1,Brisbane Heat,2,0,2,1
32,2,Sydney Sixers,1,0,0,0
29,1,Perth Scorchers,4,1,1,2
29,2,Sydney Thunder,6,0,0,1
56,1,Melbourne Stars,2,0,0,0
56,2,Sydney Sixers,2,0,1,2
5,1,Hobart Hurricanes,2,1,0,5
5,2,Sydney Sixers,1,1,4,4
25,1,Sydney Thunder,2,0,0,2
25,2,Perth Scorchers,4,1,1,9
2,1,Adelaide Strikers,8,1,0,0
2,2,Sydney Sixers,6,0,0,3
13,1,Melbourne Renegades,2,0,0,4
13,2,Perth Scorchers,3,0,0,2
55,1,Hobart Hurricanes,9,0,0,2
55,2,Adelaide Strikers,2,0,8,3
8,1,Melbourne Renegades,5,1,0,2
8,2,Sydney Sixers,4,0,0,2
54,1,Perth Scorchers,0,0,0,1
54,2,Sydney Thunder,1,0,0,1
2012-01-08,1,Perth Scorchers,1,2,0,2
2012-01-08,2,Adelaide Strikers,6,0,1,6
19,1,Melbourne Stars,2,0,2,2
19,2,Melbourne Renegades,2,0,2,2
32,1,Sydney Sixers,3,1,2,3
32,2,Melbourne Renegades,2,0,0,2
37,1,Brisbane Heat,5,1,1,0
37,2,Melbourne Renegades,2,0,0,3
2013-12-26,1,Perth Scorchers,3,0,1,3
2013-12-26,2,Melbourne Renegades,5,0,2,6
46,1,Melbourne Renegades,5,0,0,5
46,2,Melbourne Stars,9,0,4,3
23,1,Melbourne Stars,7,0,0,1
23,2,Adelaide Strikers,6,0,0,3
56,1,Melbourne Stars,3,0,0,0
56,2,Sydney Thunder,4,0,0,7
2,1,Brisbane Heat,2,0,0,4
2,2,Sydney Thunder,3,0,0,2
16,1,Hobart Hurricanes,2,0,2,1
16,2,Melbourne Stars,6,0,0,0
2,1,Melbourne Renegades,0,1,0,2
2,2,Sydney Sixers,5,0,0,2
2015-01-08,1,Brisbane Heat,3,0,1,1
2015-01-08,2,Perth Scorchers,5,0,3,1
13,1,Hobart Hurricanes,5,1,1,2
13,2,Adelaide Strikers,3,0,0,6
34,1,Hobart Hurricanes,4,1,0,5
34,2,Perth Scorchers,3,0,0,2
2014-12-28,1,Brisbane Heat,2,1,2,0
2014-12-28,2,Melbourne Stars,4,0,0,5
53,1,Adelaide Strikers,4,0,0,2
53,2,Sydney Thunder,6,0,0,1
12,1,Melbourne Stars,19,0,0,3
12,2,Sydney Thunder,3,2,4,3
29,1,Sydney Thunder,4,1,3,2
29,2,Hobart Hurricanes,7,0,0,1
24,1,Adelaide Strikers,4,0,1,3
24,2,Hobart Hurricanes,3,0,4,0
24,1,Hobart Hurricanes,9,1,1,6
24,2,Perth Scorchers,7,0,5,0
47,1,Hobart Hurricanes,2,2,0,1
47,2,Adelaide Strikers,3,1,0,2
7,1,Perth Scorchers,4,0,0,1
7,2,Melbourne Renegades,4,0,0,3
2025-01-24,1,Sydney Sixers,0,1,1,2
2025-01-24,2,Sydney Thunder,1,0,0,3
2021-01-29,1,Adelaide Strikers,7,0,1,3
2021-01-29,2,Brisbane Heat,5,0,0,5
28,1,Sydney Thunder,3,0,0,0
28,2,Brisbane Heat,8,1,0,0
2014-01-18,1,Sydney Sixers,3,0,0,2
2014-01-18,2,Melbourne Renegades,1,0,0,3
22,1,Adelaide Strikers,5,0,1,6
22,2,Melbourne Stars,4,0,0,4
52,1,Hobart Hurricanes,4,2,0,1
52,2,Melbourne Renegades,12,4,1,5
26,1,Hobart Hurricanes,6,0,2,1
26,2,Melbourne Renegades,8,0,0,2
9,1,Perth Scorchers,11,0,0,11
9,2,Adelaide Strikers,6,0,4,0
2015-01-17,1,Sydney Thunder,1,0,2,2
2015-01-17,2,Melbourne Stars,3,0,0,0
3,1,Brisbane Heat,5,0,0,3
3,2,Melbourne Renegades,4,0,0,4
5,1,Melbourne Stars,3,0,0,2
5,2,Brisbane Heat,3,0,0,2
51,1,Adelaide Strikers,6,1,0,4
51,2,Sydney Thunder,8,0,0,4
45,1,Melbourne Stars,13,0,4,0
45,2,Melbourne Renegades,1,0,3,3
14,1,Adelaide Strikers,4,0,0,1
14,2,Sydney Thunder,3,0,0,2
13,1,Adelaide Strikers,9,0,0,3
13,2,Brisbane Heat,2,0,0,1
2022-01-21,1,Adelaide Strikers,3,0,0,2
2022-01-21,2,Hobart Hurricanes,1,0,0,2
4,1,Hobart Hurricanes,11,0,0,0
4,2,Sydney Sixers,3,0,4,1
2015-01-13,1,Brisbane Heat,5,2,0,2
2015-01-13,2,Melbourne Renegades,4,0,0,1
16,1,Adelaide Strikers,4,0,2,6
16,2,Perth Scorchers,3,0,0,1
28,1,Sydney Thunder,1,0,0,2
28,2,Adelaide Strikers,1,0,0,0
5,1,Perth Scorchers,9,1,0,8
5,2,Adelaide Strikers,4,0,0,2
25,1,Brisbane Heat,1,0,0,2
25,2,Sydney Sixers,0,0,0,10
38,1,Adelaide Strikers,3,0,1,2
38,2,Melbourne Stars,7,0,0,0
21,1,Melbourne Renegades,0,0,0,1
21,2,Sydney Sixers,3,1,0,2
9,1,Adelaide Strikers,5,0,1,1
9,2,Sydney Sixers,4,0,0,0
25,1,Perth Scorchers,0,0,0,2
25,2,Hobart Hurricanes,2,0,0,1
2012-12-09,1,Perth Scorchers,7,0,0,0
2012-12-09,2,Adelaide Strikers,0,1,1,2
24,1,Melbourne Renegades,3,0,4,1
24,2,Perth Scorchers,3,0,0,0
2013-01-06,1,Melbourne Stars,8,1,0,0
2013-01-06,2,Melbourne Renegades,7,0,1,1
28,1,Melbourne Stars,11,2,0,3
28,2,Brisbane Heat,2,0,0,1
2015-01-21,1,Perth Scorchers,1,0,0,1
2015-01-21,2,Melbourne Stars,4,0,0,6
7,1,Hobart Hurricanes,1,1,1,1
7,2,Brisbane Heat,3,0,0,6
18,1,Brisbane Heat,3,0,0,0
18,2,Adelaide Strikers,6,0,1,1
2017-01-24,1,Melbourne Stars,7,0,0,5
2017-01-24,2,Perth Scorchers,2,0,0,4
36,1,Brisbane Heat,3,1,5,3
36,2,Hobart Hurricanes,5,1,5,3
35,1,Perth Scorchers,7,0,2,2
35,2,Hobart Hurricanes,0,0,0,0
42,1,Melbourne Renegades,9,0,1,0
42,2,Melbourne Stars,7,0,0,1
2014-01-02,1,Sydney Sixers,6,0,0,2
2014-01-02,2,Brisbane Heat,5,1,1,5
43,1,Sydney Sixers,2,0,2,2
43,2,Perth Scorchers,0,0,0,2
2012-12-08,1,Sydney Thunder,6,1,0,2
2012-12-08,2,Sydney Sixers,1,1,1,1
16,1,Hobart Hurricanes,1,1,0,0
16,2,Brisbane Heat,5,0,0,5
20,1,Melbourne Renegades,3,1,1,0
20,2,Adelaide Strikers,2,0,0,2
2013-01-15,1,Brisbane Heat,2,1,1,0
2013-01-15,2,Melbourne Renegades,7,1,0,4
44,1,Adelaide Strikers,11,0,1,2
44,2,Brisbane Heat,5,0,0,6
47,1,Melbourne Renegades,8,1,0,2
47,2,Sydney Thunder,1,0,0,3
31,1,Melbourne Stars,8,0,1,1
31,2,Sydney Sixers,3,0,0,2
23,1,Hobart Hurricanes,5,1,1,2
23,2,Melbourne Stars,3,0,0,3
2019-02-17,1,Melbourne Renegades,4,0,0,3
2019-02-17,2,Melbourne Stars,2,0,0,1
25,1,Sydney Sixers,3,0,2,1
25,2,Sydney Thunder,1,0,3,0
31,1,Adelaide Strikers,4,0,0,9
31,2,Brisbane Heat,3,0,0,3
51,1,Sydney Sixers,1,1,4,2
51,2,Adelaide Strikers,2,0,0,0
2014-02-04,1,Melbourne Stars,3,0,1,1
2014-02-04,2,Hobart Hurricanes,3,0,0,1
47,1,Hobart Hurricanes,1,0,0,0
47,2,Melbourne Renegades,2,1,1,2
2012-12-20,1,Adelaide Strikers,2,1,1,2
2012-12-20,2,Sydney Thunder,7,0,0,1
6,1,Brisbane Heat,1,0,0,2
6,2,Melbourne Renegades,3,1,0,4
3,1,Adelaide Strikers,8,0,1,6
3,2,Sydney Thunder,4,2,0,2
7,1,Perth Scorchers,1,0,0,0
7,2,Sydney Sixers,1,0,0,1
2014-02-05,1,Perth Scorchers,6,0,1,5
2014-02-05,2,Sydney Sixers,1,0,4,1
28,1,Melbourne Stars,1,0,0,6
28,2,Sydney Sixers,5,1,0,4
15,1,Melbourne Stars,3,1,0,2
15,2,Sydney Sixers,2,1,4,4
2014-12-20,1,Hobart Hurricanes,2,3,0,1
2014-12-20,2,Melbourne Stars,1,0,0,2
48,1,Adelaide Strikers,3,0,0,1
48,2,Perth Scorchers,3,0,0,1
28,1,Melbourne Stars,3,1,0,2
28,2,Sydney Sixers,2,0,1,4
2014-01-01,1,Sydney Thunder,1,0,1,1
2014-01-01,2,Melbourne Stars,1,0,0,1
1,1,Hobart Hurricanes,4,0,0,2
1,2,Sydney Sixers,5,0,1,1
18,1,Sydney Thunder,8,2,1,10
18,2,Brisbane Heat,6,1,1,1
2014-01-11,1,Brisbane Heat,6,0,1,8
2014-01-11,2,Melbourne Stars,4,0,0,0
1,1,Sydney Sixers,2,1,0,0
1,2,Sydney Thunder,3,2,0,1
2014-12-22,1,Perth Scorchers,1,0,0,2
2014-12-22,2,Adelaide Strikers,3,1,4,6
40,1,Brisbane Heat,5,0,0,3
40,2,Adelaide Strikers,3,0,0,2
3,1,Melbourne Renegades,4,0,1,3
3,2,Brisbane Heat,4,0,0,2
34,1,Sydney Sixers,4,0,0,1
34,2,Sydney Thunder,4,0,0,0
38,1,Melbourne Renegades,3,0,0,3
38,2,Sydney Thunder,2,0,0,2
24,1,Sydney Sixers,2,0,0,2
24,2,Brisbane Heat,1,1,0,1
22,1,Melbourne Renegades,3,1,0,4
22,2,Sydney Thunder,2,0,0,1
2018-02-01,1,Hobart Hurricanes,9,0,0,3
2018-02-01,2,Perth Scorchers,8,1,0,2
5,1,Hobart Hurricanes,10,1,0,1
5,2,Brisbane Heat,7,0,0,0
27,1,Melbourne Renegades,3,0,3,1
27,2,Adelaide Strikers,0,0,0,1
30,1,Sydney Thunder,4,0,0,3
30,2,Sydney Sixers,3,0,0,0
1,1,Melbourne Stars,2,2,1,5
1,2,Perth Scorchers,3,1,1,3
20,1,Melbourne Stars,3,0,0,1
20,2,Perth Scorchers,6,0,1,1
